XM
42.35111433
44.91560344
31.65621458
40.6713789
37.10256062
37.87057036
47.39760825
41.04805697
37.75671153
45.97702212
41.41946892
46.21494934
43.50283377
45.40868798
31.89463208
41.08480791
36.99244318
38.2487181
47.26503891
41.9484115
37.46849527
46.74443057
41.9276318
46.59743611
44.65064068
46.04217654
31.81036816
42.10073107
37.22232385
38.57635402
47.61829792
42.10086966
38.30775624
46.95176576
42.90196747
46.99935112
45.82437718
46.72739824
32.04119061
42.78500613
37.44034644
39.62308602
48.78930992
41.67296321
39.4206146
46.98848611
43.50729867
47.74504932
45.47574414
47.89045873
32.39509898
42.47154416
37.53641327
39.43584593
49.17435273
41.97011725
40.02388308
46.27518122
44.81592523
47.18795918
45.81488865
49.04050607
32.54553837
42.72451767
38.58145886
40.31829261
50.2077295
43.05013335
39.99784583
46.35086529
45.0563001
47.90291324
46.33182973
48.44332362
33.24917715
43.14454915
38.78450318
40.83017066
49.87457961
44.18219418
39.75592803
46.86672193
45.75562282
48.09710512
47.40500851
48.4298185
33.18033034
43.33155067
38.53492053
40.49613361
50.27031739
44.5957539
40.84540832
47.71340628
46.82100677
48.09138261
48.87118179
48.24798074
33.66465218
43.62183006
38.94071442
40.78761864
51.27407501
43.87103391
41.98733418
47.24970434
47.96077115
48.33618953
49.43189461
49.15150097
33.67746296
45.96222182
38.51478895
41.12798159
51.56378254
44.73110142
42.63696176
47.29428321
48.02321571
48.755171
49.32279861
50.16008731
33.98367531
45.75013283
38.60674572
41.17642908
51.49114819
44.98826636
42.17856852
47.75647704
48.20499885
48.83604869
48.98645167
51.08173927
34.31124728
46.74495633
39.48913399
41.11747311
52.20560049
45.14806726
42.38653136
47.79716077
48.28766161
48.72303159
49.03425386
50.88481376
34.97956466
46.97273085
40.27063394
40.89705937
53.73234424
44.90169325
42.71738253
48.0368488
49.112394
48.31186729
49.37930857
50.63094098
35.05011445
45.99543555
41.29085089
41.57931879
53.43473694
45.46785723
43.30673598
48.20579222
49.4511168
48.65190294
50.27183783
50.83973393
34.79802841
46.64431136
41.32051915
41.84088378
54.13072473
45.26416473
43.76501431
48.62154421
50.15531579
48.76945529
51.10209794
51.40700905
34.61217539
46.99720835
42.52675274
41.79554585
54.93131259
45.72893806
43.83809231
49.62022885
50.93901347
49.76064803
51.10509321
51.81899737
35.17148279
47.79985563
42.7606721
41.53918953
54.52629492
46.65552304
